loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,repaid,total_return,loan_term_year,annual_return
8800,8800,60 months,13.49,202.45,C,C2,RENT,35400.0,Verified,Fully Paid,credit_card,CA,12.68,0.0,Sep-2006,0.0,5.0,0.0,379,1,0.1980769764051249,5,0.03680466947655847
25000,25000,60 months,11.99,555.99,B,B5,MORTGAGE,60000.0,Verified,Fully Paid,debt_consolidation,TX,17.98,0.0,Apr-1994,1.0,11.0,0.0,21367,1,0.33668560000000003,5,0.05975592632625926
1350,1350,36 months,9.99,43.56,B,B1,RENT,23004.0,Verified,Fully Paid,other,TX,23.37,1.0,Feb-2004,0.0,6.0,0.0,277,1,0.16142562027599716,3,0.051147836296289384
12000,12000,36 months,7.49,373.22,A,A4,OWN,201000.0,Verified,Fully Paid,debt_consolidation,NY,1.34,0.0,May-1990,0.0,5.0,0.0,7811,1,0.11965835094869992,3,0.03839321375724425
4400,4400,36 months,8.49,138.88,A,A5,RENT,32496.0,Verified,Fully Paid,other,NY,23.97,0.0,Sep-1997,0.0,6.0,0.0,65,1,0.08736324378954552,3,0.02831195010721199
15000,15000,60 months,16.49,368.69,D,D3,MORTGAGE,48000.0,Source Verified,Fully Paid,credit_card,CA,15.55,0.0,Jan-2001,1.0,14.0,0.0,8919,1,0.1895168644485199,5,0.035318848734307906
19200,19200,36 months,9.99,619.44,B,B1,RENT,82000.0,Source Verified,Fully Paid,debt_consolidation,CA,12.47,0.0,Oct-1999,0.0,14.0,0.0,8567,1,0.10833196374922927,3,0.03487990197075952
10000,10000,36 months,16.49,354.0,D,D3,RENT,77500.0,Verified,Fully Paid,credit_card,NY,8.66,0.0,Jul-2000,2.0,3.0,0.0,25266,1,0.04036674646829996,3,0.01327848361649231
12000,12000,60 months,16.89,297.53,D,D4,MORTGAGE,60000.0,Verified,Fully Paid,house,FL,14.14,0.0,Jun-2001,1.0,22.0,0.0,4182,1,0.3204864991652583,5,0.057174777608569594
4500,4500,36 months,10.99,147.31,B,B3,MORTGAGE,40000.0,Source Verified,Fully Paid,debt_consolidation,CA,18.43,0.0,Sep-2000,1.0,15.0,0.0,7281,1,0.09210317074302465,3,0.02980395638680533
21700,21700,36 months,11.99,720.65,B,B5,RENT,57000.0,Verified,Fully Paid,debt_consolidation,IL,18.46,0.0,Jun-2001,0.0,13.0,0.0,14246,1,0.19554220135451206,3,0.06134107031249658
18800,18800,36 months,9.99,606.54,B,B1,RENT,60000.0,Verified,Fully Paid,debt_consolidation,CA,6.64,0.0,Dec-1999,0.0,14.0,0.0,10059,1,0.1522209090781541,3,0.048363560989456156
6500,6500,36 months,10.99,212.78,B,B3,RENT,45000.0,Not Verified,Fully Paid,medical,FL,13.09,0.0,Dec-2004,0.0,7.0,0.0,1701,1,0.17841433803280005,3,0.05624825873736583
20125,20125,60 months,15.23,481.21,C,C5,MORTGAGE,105000.0,Verified,Fully Paid,debt_consolidation,TX,19.2,1.0,Oct-1993,2.0,20.0,0.0,87616,1,0.43408595847924003,5,0.07476876563439183
3000,3000,60 months,15.23,71.74,C,C5,RENT,57600.0,Verified,Fully Paid,car,NY,12.08,0.0,Sep-1985,2.0,9.0,0.0,2005,1,0.4345769007743314,5,0.07484234242417953
10000,10000,36 months,6.99,308.73,A,A3,RENT,68000.0,Source Verified,Fully Paid,credit_card,NJ,22.52,0.0,Oct-2001,0.0,19.0,0.0,2793,1,0.11140903260644008,3,0.03583673151429001
16000,16000,36 months,5.99,486.68,A,A2,MORTGAGE,80000.0,Verified,Fully Paid,debt_consolidation,CA,8.17,0.0,Aug-1990,0.0,13.0,0.0,17429,1,0.09350419715461289,3,0.03024413641501278
10000,10000,36 months,11.49,329.72,B,B4,RENT,72000.0,Source Verified,Fully Paid,car,NY,0.67,1.0,Sep-2002,0.0,6.0,0.0,1324,1,0.18695997363575012,3,0.05879534846761092
4000,4000,60 months,20.62,107.37,F,F2,MORTGAGE,119000.0,Source Verified,Fully Paid,small_business,TX,2.41,0.0,Jul-1994,0.0,4.0,0.0,6903,1,0.6194175,5,0.10121410541651632
6000,6000,36 months,5.42,180.96,A,A1,RENT,50508.0,Not Verified,Fully Paid,other,NY,2.42,0.0,Jul-1994,1.0,7.0,0.0,5794,1,0.08380774311110017,3,0.027189922078360018
12600,12600,60 months,19.69,331.66,E,E5,RENT,75000.0,Source Verified,Charged Off,credit_card,CA,6.37,0.0,Feb-1999,2.0,14.0,0.0,13844,0,-0.7089190476190477,5,-0.21872710497135572
10000,10000,36 months,5.42,301.6,A,A1,MORTGAGE,66000.0,Verified,Fully Paid,other,FL,2.96,0.0,Jun-1966,0.0,11.0,0.0,4088,1,0.08575343852100992,3,0.027804238880156262
2000,2000,36 months,13.99,68.35,C,C3,RENT,27600.0,Source Verified,Charged Off,other,TX,2.83,0.0,Sep-2004,2.0,8.0,0.0,1456,0,-0.791255,3,-0.406794238315085
8000,8000,60 months,13.99,186.11,C,C3,RENT,27996.0,Not Verified,Fully Paid,other,NY,12.39,0.0,Dec-2003,2.0,14.0,0.0,10083,1,0.39576612764767494,5,0.0689626497396032
4800,4800,36 months,5.42,144.77,A,A1,RENT,24000.0,Source Verified,Fully Paid,major_purchase,NY,6.2,0.0,Aug-1998,0.0,9.0,0.0,1602,1,0.0857521896711877,3,0.02780384481474263
35000,35000,36 months,11.99,1162.34,B,B5,OWN,100505.0,Verified,Fully Paid,debt_consolidation,NY,14.05,0.0,Nov-1988,0.0,15.0,0.0,21986,1,0.19554194015095439,3,0.061340993018115464
5000,5000,36 months,10.99,163.67,B,B3,MORTGAGE,108000.0,Not Verified,Fully Paid,home_improvement,CA,15.05,1.0,Dec-1994,0.0,12.0,0.0,9545,1,0.1352341890830402,3,0.04318616971903966
10000,10000,36 months,15.62,349.7,D,D1,RENT,48600.0,Source Verified,Fully Paid,moving,CA,14.96,0.0,Nov-2003,1.0,6.0,0.0,5554,1,0.25890699159306996,3,0.07976989599171369
24000,24000,36 months,10.99,785.62,B,B3,MORTGAGE,85000.0,Verified,Fully Paid,other,CA,12.79,0.0,Jan-1998,0.0,13.0,0.0,11893,1,0.1784221546452751,3,0.05625059415392086
7200,7200,60 months,13.49,165.64,C,C2,RENT,63996.0,Not Verified,Charged Off,other,FL,1.09,0.0,Mar-2004,1.0,5.0,0.0,533,0,0.09950555555555574,5,0.019153230927431375
10000,10000,36 months,17.99,361.48,E,E1,RENT,31504.0,Verified,Charged Off,debt_consolidation,NY,11.5,0.0,May-1997,0.0,9.0,0.0,9702,0,-0.183492,3,-0.06534037764468892
15000,15000,60 months,11.49,329.82,B,B4,RENT,75000.0,Verified,Fully Paid,debt_consolidation,NY,10.86,0.0,Oct-2003,0.0,8.0,0.0,206,1,0.26217724104246387,5,0.047668940752659816
10000,10000,36 months,12.99,336.9,C,C1,RENT,72345.0,Source Verified,Fully Paid,small_business,CA,2.09,1.0,Jul-1983,0.0,6.0,0.0,1756,1,0.21280230498312003,3,0.06642423130183461
10000,10000,36 months,10.59,325.45,B,B2,RENT,55000.0,Source Verified,Fully Paid,debt_consolidation,FL,22.39,0.0,Nov-2001,2.0,16.0,0.0,8204,1,0.14663324430971003,3,0.04666614372837974
5000,5000,36 months,15.99,175.77,D,D2,MORTGAGE,24000.0,Source Verified,Fully Paid,debt_consolidation,FL,12.25,1.0,Mar-2002,0.0,13.0,0.0,2646,1,0.26545677877144014,3,0.08163925126248905
15000,15000,60 months,21.74,412.07,F,F5,RENT,46000.0,Source Verified,Fully Paid,debt_consolidation,NY,11.82,0.0,Apr-2007,0.0,6.0,0.0,9208,1,0.6102406706329937,5,0.099963206422369
12000,12000,60 months,17.99,304.66,E,E1,MORTGAGE,52000.0,Source Verified,Fully Paid,home_improvement,NY,3.85,0.0,May-2001,3.0,6.0,0.0,5023,1,0.52229749780655,5,0.08767690398004468
15000,15000,60 months,12.99,341.22,C,C1,RENT,68000.0,Source Verified,Fully Paid,debt_consolidation,NY,17.45,0.0,Sep-2001,0.0,13.0,0.0,10855,1,0.26263919928444657,5,0.047745619121923655
8725,8725,36 months,5.99,265.4,A,A2,OWN,74360.0,Not Verified,Fully Paid,debt_consolidation,NJ,25.71,0.0,Apr-1982,1.0,8.0,0.0,23120,1,0.06132095754011457,3,0.020036189136398486
13175,13175,60 months,11.99,293.01,B,B5,MORTGAGE,85000.0,Not Verified,Charged Off,small_business,FL,9.77,1.0,May-2000,0.0,6.0,0.0,23315,0,-0.3867696394686906,5,-0.09317240018556427
12175,12175,60 months,16.49,299.26,D,D3,MORTGAGE,42000.0,Verified,Fully Paid,debt_consolidation,CA,19.51,1.0,Jan-1984,3.0,8.0,0.0,19159,1,0.43311950891999995,5,0.07462386638242058
25000,25000,60 months,12.99,568.7,C,C1,OWN,80004.0,Verified,Fully Paid,debt_consolidation,FL,15.52,0.0,Sep-1984,0.0,9.0,0.0,42249,1,0.17400065000035614,5,0.032603677663427755
21600,21600,60 months,22.85,607.06,G,G3,MORTGAGE,94000.0,Verified,Charged Off,debt_consolidation,NJ,18.79,0.0,Jan-2004,1.0,7.0,0.0,23895,0,-0.4757930555555555,5,-0.1211787412407902
25000,25000,60 months,11.49,549.69,B,B4,MORTGAGE,60000.0,Verified,Fully Paid,debt_consolidation,TX,16.54,0.0,Aug-1997,0.0,18.0,0.0,18057,1,0.31925519999999996,5,0.056977549661770155
7800,7800,36 months,15.99,274.19,D,D2,RENT,65004.0,Source Verified,Fully Paid,debt_consolidation,CA,7.48,0.0,Sep-2006,1.0,5.0,0.0,3588,1,0.1398256395765769,3,0.04459066546430823
1600,1600,36 months,10.59,52.08,B,B2,RENT,51000.0,Not Verified,Fully Paid,vacation,NY,10.85,0.0,Jul-1989,0.0,12.0,1.0,11716,1,0.1543134591931874,3,0.04899782206009751
13250,13250,36 months,10.99,433.73,B,B3,RENT,38400.0,Not Verified,Fully Paid,credit_card,CA,24.22,0.0,Nov-1998,1.0,11.0,0.0,14460,1,0.12494141461787933,3,0.04002385750801962
10300,10300,36 months,6.99,317.99,A,A3,MORTGAGE,48852.0,Not Verified,Fully Paid,other,FL,2.58,0.0,Feb-1983,0.0,13.0,0.0,3270,1,0.11140975711758272,3,0.03583695659646624
23675,23675,60 months,14.79,560.63,C,C4,MORTGAGE,84000.0,Verified,Fully Paid,debt_consolidation,CA,16.59,0.0,Mar-1981,1.0,7.0,0.0,56086,1,0.3537009538285618,5,0.06244032736958194
15600,15600,60 months,11.99,346.94,B,B5,OWN,70000.0,Verified,Fully Paid,major_purchase,NY,27.26,0.0,Nov-1996,0.0,14.0,0.0,29827,1,0.12828930623737822,5,0.024434260736780677
20000,20000,36 months,15.99,703.05,D,D2,RENT,150000.0,Not Verified,Fully Paid,debt_consolidation,CA,8.0,0.0,Aug-1996,1.0,7.0,0.0,29689,1,0.24939046912500995,3,0.07704222395350824
16000,16000,36 months,8.49,505.01,A,A5,OWN,74000.0,Source Verified,Fully Paid,credit_card,NY,14.5,0.0,Nov-2000,0.0,19.0,0.0,21086,1,0.1039017053593374,3,0.03349917611872377
23200,23200,60 months,15.99,564.06,D,D2,RENT,75000.0,Verified,Fully Paid,debt_consolidation,CA,15.81,0.0,Jun-1997,1.0,11.0,0.0,19918,1,0.4518051702508017,5,0.07741165124116
1000,1000,36 months,8.49,31.57,A,A5,RENT,9600.0,Source Verified,Charged Off,moving,IL,9.75,0.0,Jul-2004,0.0,3.0,0.0,1603,0,-0.56873,3,-0.2444734167844106
13475,13475,60 months,11.49,296.29,B,B4,MORTGAGE,45000.0,Verified,Fully Paid,major_purchase,FL,14.59,1.0,Mar-1975,0.0,9.0,0.0,16910,1,0.3186218928079183,5,0.056876049958392016
15000,15000,36 months,5.99,456.27,A,A2,RENT,230000.0,Verified,Fully Paid,debt_consolidation,NY,6.74,0.0,Oct-1998,0.0,9.0,0.0,4123,1,0.07920501907469335,3,0.02573376579400688
10000,10000,36 months,15.99,351.53,D,D2,RENT,66000.0,Source Verified,Fully Paid,debt_consolidation,NY,17.63,2.0,Jan-1995,0.0,8.0,0.0,5896,1,0.26546659338521006,3,0.08164204757662707
5600,5600,36 months,9.99,180.67,B,B1,MORTGAGE,90000.0,Not Verified,Fully Paid,home_improvement,IL,21.73,0.0,Apr-1990,1.0,13.0,0.0,33613,1,0.09807185816885733,3,0.03167661649960607
6000,6000,60 months,16.49,147.48,D,D3,RENT,95004.0,Verified,Charged Off,debt_consolidation,NJ,1.48,0.0,Oct-2006,1.0,4.0,0.0,8038,0,-0.8388366666666667,5,-0.3058501274441823
3600,3600,36 months,17.99,130.14,E,E1,MORTGAGE,85000.0,Source Verified,Fully Paid,debt_consolidation,CA,6.35,0.0,Dec-1999,0.0,11.0,2.0,8723,1,0.29994296237519436,3,0.09137692117181939
11200,11200,36 months,15.62,391.67,D,D1,RENT,66500.0,Source Verified,Fully Paid,credit_card,NJ,5.68,0.0,Dec-2000,0.0,6.0,0.0,15169,1,0.25890187615724125,3,0.07976843347935669
24000,24000,36 months,11.49,791.32,B,B4,MORTGAGE,210000.0,Source Verified,Fully Paid,debt_consolidation,TX,14.37,0.0,May-1996,3.0,16.0,0.0,5051,1,0.13868604437699172,3,0.0442424228880367
10000,10000,36 months,5.42,301.6,A,A1,MORTGAGE,58000.0,Not Verified,Fully Paid,debt_consolidation,NJ,14.23,0.0,Sep-2001,0.0,13.0,0.0,3251,1,0.060672558782720154,3,0.01982842134554441
2000,2000,36 months,5.42,60.32,A,A1,MORTGAGE,12600.0,Not Verified,Charged Off,major_purchase,FL,6.1,0.0,Sep-1998,0.0,11.0,0.0,1078,0,-0.81859,3,-0.4339079257616073
10000,10000,36 months,9.99,322.63,B,B1,RENT,120000.0,Not Verified,Fully Paid,credit_card,CA,10.85,0.0,Feb-1995,1.0,13.0,0.0,14255,1,0.09219724422285003,3,0.029833524551786894
1200,1200,36 months,5.99,36.51,A,A2,RENT,21600.0,Not Verified,Fully Paid,other,CA,22.28,1.0,Nov-2000,0.0,10.0,0.0,229,1,0.09500135153791667,3,0.030714102947131616
2425,2425,36 months,11.49,79.96,B,B4,RENT,86400.0,Not Verified,Fully Paid,small_business,CA,13.38,2.0,Aug-1993,1.0,10.0,0.0,4884,1,0.17600400695030927,3,0.05552761640085557
6300,6300,36 months,10.99,206.23,B,B3,MORTGAGE,57000.0,Verified,Fully Paid,credit_card,TX,22.46,0.0,Jun-1990,1.0,13.0,1.0,48690,1,0.17841731623168244,3,0.056249148553064954
5000,5000,36 months,8.49,157.82,A,A5,RENT,88000.0,Not Verified,Fully Paid,wedding,NY,5.95,0.0,Dec-2001,1.0,11.0,0.0,3711,1,0.13625924122825994,3,0.04350005459776529
8000,8000,60 months,20.99,216.39,F,F3,RENT,70000.0,Source Verified,Fully Paid,debt_consolidation,NJ,11.31,0.0,Jul-1994,1.0,4.0,0.0,10406,1,0.62632625,5,0.1021521048118903
5250,5250,36 months,11.49,173.1,B,B4,RENT,39000.0,Not Verified,Fully Paid,debt_consolidation,CA,19.14,0.0,Aug-1999,0.0,13.0,0.0,7716,1,0.18696382655622878,3,0.0587964940973309
13000,13000,36 months,8.49,410.32,A,A5,MORTGAGE,86000.0,Not Verified,Fully Paid,debt_consolidation,FL,11.97,0.0,Aug-1977,0.0,23.0,0.0,16384,1,0.12851291409440768,3,0.04112332829560006
11000,11000,36 months,10.99,360.08,B,B3,MORTGAGE,205000.0,Not Verified,Fully Paid,other,NJ,10.16,0.0,Sep-1972,0.0,10.0,0.0,146472,1,0.17664868920413634,3,0.055720460305806796
6000,6000,36 months,10.99,196.41,B,B3,RENT,60000.0,Verified,Charged Off,moving,NJ,18.2,0.0,Nov-2005,0.0,7.0,0.0,7345,0,-0.01428666666666667,3,-0.004785082717462363
18000,18000,60 months,16.89,446.29,D,D4,OWN,96000.0,Verified,Fully Paid,home_improvement,TX,10.91,0.0,Feb-2001,0.0,8.0,0.0,1863,1,0.32730109534236673,5,0.058263678349812054
17000,17000,60 months,11.49,373.79,B,B4,RENT,60000.0,Verified,Charged Off,debt_consolidation,NY,16.14,0.0,Sep-2002,0.0,10.0,0.0,1219,0,-0.28339000000000003,5,-0.06447246840656184
7750,7750,36 months,9.99,250.04,B,B1,RENT,112000.0,Source Verified,Charged Off,debt_consolidation,CA,15.34,0.0,Dec-1998,2.0,13.0,0.0,30371,0,-0.8496490322580645,3,-0.46825663943668716
9225,9225,36 months,5.99,280.61,A,A2,RENT,63000.0,Not Verified,Fully Paid,debt_consolidation,TX,15.66,0.0,May-1993,0.0,19.0,0.0,31097,1,0.0950232371719999,3,0.030720969812755294
4500,4500,36 months,9.99,145.19,B,B1,RENT,25596.0,Not Verified,Fully Paid,other,CA,11.86,0.0,Feb-2001,1.0,5.0,0.0,7368,1,0.1614384550561334,3,0.05115170831972837
7525,7525,36 months,5.99,228.9,A,A2,RENT,85000.0,Not Verified,Fully Paid,debt_consolidation,NY,5.29,0.0,Sep-1988,0.0,11.0,0.0,56984,1,0.09716685589003204,3,0.03139311158396674
20000,20000,60 months,11.99,444.79,B,B5,MORTGAGE,83000.0,Not Verified,Fully Paid,debt_consolidation,TX,13.56,0.0,Mar-1994,0.0,10.0,0.0,20251,1,0.3343615,5,0.0593871494809779
2325,2325,36 months,6.99,71.78,A,A3,MORTGAGE,50000.0,Not Verified,Fully Paid,credit_card,FL,14.27,0.0,Jul-1994,0.0,4.0,0.0,17432,1,0.10180196084073101,3,0.03284348319799135
8000,8000,36 months,6.99,246.99,A,A3,RENT,65000.0,Source Verified,Fully Paid,other,NY,3.75,0.0,Jun-1999,1.0,9.0,0.0,7545,1,0.0640987919448126,3,0.020925339938242526
20000,20000,60 months,20.25,532.67,F,F1,RENT,42500.0,Verified,Fully Paid,credit_card,NJ,19.26,0.0,Jul-2002,0.0,9.0,0.0,19797,1,0.58865699999973,5,0.09699848586837301
12000,12000,60 months,11.49,263.86,B,B4,MORTGAGE,100000.0,Source Verified,Fully Paid,home_improvement,NJ,20.38,0.0,Jul-1995,3.0,13.0,0.0,43465,1,0.10723568585360033,5,0.020582259644816414
35000,35000,36 months,15.99,1230.33,D,D2,MORTGAGE,648000.0,Source Verified,Fully Paid,home_improvement,TX,4.65,0.0,Feb-1987,3.0,19.0,0.0,60059,1,0.265473602975383,3,0.08164404469334485
9500,9500,36 months,14.79,328.35,C,C4,RENT,52500.0,Verified,Fully Paid,debt_consolidation,FL,13.9,3.0,Dec-1998,2.0,3.0,0.0,0,1,0.024393380946515775,3,0.008065893426723703
23325,23325,60 months,13.49,536.59,C,C2,RENT,44000.0,Verified,Fully Paid,house,NY,25.04,0.0,Jan-1995,0.0,8.0,0.0,14782,1,0.3802757755273525,5,0.06657935522269876
8850,8850,36 months,10.99,289.7,B,B3,MORTGAGE,120000.0,Not Verified,Fully Paid,small_business,CA,16.41,1.0,Mar-1998,0.0,8.0,0.0,67006,1,0.1442852256762146,3,0.045951218520718484
8350,8350,36 months,7.49,259.7,A,A4,RENT,81120.0,Source Verified,Fully Paid,debt_consolidation,CA,4.78,0.0,Jul-2000,0.0,4.0,0.0,0,1,0.11965780361285017,3,0.038393044553866496
7150,7150,36 months,15.99,251.34,D,D2,RENT,64500.0,Not Verified,Charged Off,debt_consolidation,NJ,23.81,0.0,Jun-1999,1.0,11.0,0.0,18701,0,-0.5058881118881119,3,-0.20942738299189845
12000,12000,36 months,10.99,392.81,B,B3,RENT,76000.0,Source Verified,Fully Paid,debt_consolidation,NY,7.42,0.0,Sep-2000,0.0,6.0,0.0,7241,1,0.17842215286136653,3,0.05625059362093299
5550,5550,36 months,5.99,168.82,A,A2,MORTGAGE,66420.0,Not Verified,Fully Paid,home_improvement,CA,4.16,0.0,Dec-1996,0.0,12.0,0.0,5220,1,0.09457234436688289,3,0.030579478607577038
13000,13000,60 months,10.59,280.01,B,B2,RENT,65004.0,Source Verified,Fully Paid,debt_consolidation,FL,11.63,0.0,Feb-1997,0.0,11.0,0.0,1883,1,0.1270829736655692,5,0.024215108208371694
3000,3000,36 months,5.42,90.48,A,A1,RENT,65000.0,Not Verified,Fully Paid,vacation,CA,0.74,0.0,Jun-1996,0.0,10.0,0.0,97,1,0.052504792943733225,3,0.017203925291614963
5000,5000,36 months,12.99,168.45,C,C1,RENT,36000.0,Not Verified,Fully Paid,debt_consolidation,CA,15.27,0.0,Oct-2004,0.0,5.0,0.0,4256,1,0.2128021932603601,3,0.06642419855567261
7000,7000,36 months,8.49,220.95,A,A5,RENT,46000.0,Not Verified,Fully Paid,credit_card,NY,19.83,0.0,Aug-2001,1.0,15.0,0.0,13359,1,0.13625785971757143,3,0.043499631687508256
35000,35000,36 months,15.23,1217.24,C,C5,MORTGAGE,160000.0,Verified,Fully Paid,home_improvement,CA,7.37,0.0,May-2001,1.0,5.0,0.0,113658,1,0.21957222538540289,3,0.0684048276002962
8000,8000,36 months,17.49,287.18,D,D5,MORTGAGE,85000.0,Verified,Fully Paid,home_improvement,CA,0.52,0.0,Jun-1993,1.0,4.0,0.0,1349,1,0.259958235097,3,0.08007036438469828
11075,11075,60 months,15.99,269.27,D,D2,MORTGAGE,96188.0,Verified,Fully Paid,debt_consolidation,CA,16.22,0.0,Dec-1997,0.0,12.0,0.0,23616,1,0.45874684028366586,5,0.0784399948648562
4000,4000,36 months,12.99,134.76,C,C1,RENT,43000.0,Source Verified,Fully Paid,debt_consolidation,CA,14.07,0.0,Mar-2003,1.0,3.0,0.0,666,1,0.18147767104799994,3,0.057162719347034985
7500,7500,60 months,10.99,163.04,B,B3,MORTGAGE,70800.0,Source Verified,Fully Paid,home_improvement,CA,19.68,0.0,Jun-1994,0.0,10.0,0.0,18030,1,0.23036659339492016,5,0.04233400446086777
4000,4000,36 months,12.99,134.76,C,C1,RENT,42500.0,Source Verified,Fully Paid,car,NY,2.74,0.0,Nov-2005,1.0,7.0,0.0,1240,1,0.2093071081631248,3,0.06539879652660074
8000,8000,36 months,13.49,271.45,C,C2,MORTGAGE,38000.0,Not Verified,Fully Paid,debt_consolidation,NJ,20.4,0.0,May-2001,0.0,5.0,1.0,9192,1,0.19641674707242518,3,0.06159979951878891
4000,4000,36 months,7.49,124.41,A,A4,RENT,52000.0,Source Verified,Fully Paid,credit_card,CA,19.62,0.0,Aug-2001,0.0,14.0,0.0,5808,1,0.1072935369107999,3,0.03455659845493608
20000,20000,60 months,10.99,434.75,B,B3,RENT,40000.0,Verified,Fully Paid,credit_card,CA,18.06,0.0,Jul-1998,0.0,14.0,0.0,18230,1,0.27672400000000996,5,0.05007278879271482
8100,8100,36 months,16.49,286.74,D,D3,MORTGAGE,115000.0,Verified,Fully Paid,debt_consolidation,NJ,23.56,0.0,Dec-1992,1.0,27.0,0.0,9059,1,0.08980262934144445,3,0.02908034584132979
3450,3450,36 months,11.99,114.58,B,B5,RENT,25000.0,Verified,Charged Off,debt_consolidation,CA,16.94,0.0,Jun-2007,0.0,7.0,0.0,3626,0,-1.0,3,-1.0
7500,7500,36 months,7.49,233.27,A,A4,RENT,69996.0,Not Verified,Fully Paid,other,NY,11.9,0.0,Jul-1999,1.0,4.0,0.0,5168,1,0.0644472058816532,3,0.021036753716835
18000,18000,60 months,16.49,442.43,D,D3,MORTGAGE,65000.0,Source Verified,Charged Off,debt_consolidation,NY,13.2,0.0,Dec-1995,1.0,13.0,1.0,24867,0,-0.8277533333333331,5,-0.29655497058806657
5000,5000,36 months,7.49,155.51,A,A4,MORTGAGE,73000.0,Not Verified,Fully Paid,car,CA,14.33,0.0,Feb-1988,0.0,7.0,0.0,21332,1,0.06241199255749974,3,0.020385600895402645
2000,2000,36 months,7.29,62.02,A,A4,OWN,24000.0,Not Verified,Fully Paid,home_improvement,CA,8.0,0.0,Oct-2001,0.0,2.0,0.0,1002,1,0.08440828264055034,3,0.027379609550016948
3200,3200,36 months,5.99,97.34,A,A2,MORTGAGE,48000.0,Not Verified,Fully Paid,debt_consolidation,NJ,16.13,0.0,Apr-1997,1.0,9.0,0.0,827,1,0.09359757263156254,3,0.030273460124910834
13075,13075,60 months,16.89,324.18,D,D4,MORTGAGE,90000.0,Verified,Fully Paid,debt_consolidation,NJ,21.61,0.0,Oct-1993,3.0,17.0,1.0,36835,1,0.22843923152395407,5,0.04200723765518499
8325,8325,36 months,6.99,257.02,A,A3,MORTGAGE,78000.0,Verified,Fully Paid,debt_consolidation,CA,26.22,0.0,Dec-1987,2.0,13.0,0.0,26768,1,0.027658069668528462,3,0.009135642439926706
17400,17400,60 months,18.79,449.36,E,E3,RENT,45000.0,Verified,Fully Paid,major_purchase,NJ,5.41,0.0,May-2006,2.0,7.0,0.0,10171,1,0.01569770114942526,5,0.0031200104612425505
8000,8000,36 months,7.49,248.82,A,A4,RENT,36996.0,Not Verified,Fully Paid,debt_consolidation,CA,3.76,0.0,Jun-1999,0.0,7.0,0.0,5071,1,0.07290534973368734,3,0.0237340229121894
12000,12000,60 months,10.99,260.85,B,B3,MORTGAGE,66000.0,Not Verified,Fully Paid,debt_consolidation,CA,15.98,0.0,Sep-1997,0.0,10.0,0.0,16648,1,0.30424493697267496,5,0.05456130541026871
35000,35000,36 months,10.99,1145.69,B,B3,MORTGAGE,390000.0,Verified,Fully Paid,home_improvement,CA,3.71,0.0,Dec-1991,0.0,12.0,0.0,46539,1,0.13991411031223433,3,0.0446176910345637
12750,12750,60 months,12.99,290.04,C,C1,MORTGAGE,132000.0,Not Verified,Fully Paid,debt_consolidation,FL,10.66,0.0,Jan-1984,1.0,18.0,0.0,38284,1,0.34600470543247064,5,0.061229504035338334
8000,8000,36 months,15.23,278.23,C,C5,RENT,95000.0,Source Verified,Fully Paid,debt_consolidation,NJ,13.14,0.0,Jan-2001,3.0,12.0,0.0,1617,1,0.25200404877900007,3,0.0777927166006771
4000,4000,36 months,9.99,129.05,B,B1,RENT,31104.0,Source Verified,Fully Paid,major_purchase,IL,8.95,0.0,Oct-2000,1.0,2.0,0.0,0,1,0.16144968479882515,3,0.051155096108700615
6400,6400,36 months,17.49,229.75,D,D5,RENT,34200.0,Verified,Fully Paid,other,FL,15.89,0.0,May-2001,3.0,12.0,0.0,15791,1,0.29227958660407816,3,0.08922807804909771
18000,18000,36 months,9.99,580.73,B,B1,MORTGAGE,200000.0,Source Verified,Fully Paid,debt_consolidation,IL,4.19,0.0,Dec-1997,0.0,8.0,0.0,0,1,0.039615792975966846,3,0.013034624684161278
1000,1000,60 months,13.49,23.01,C,C2,RENT,30000.0,Not Verified,Charged Off,other,NY,9.88,0.0,Nov-1999,1.0,8.0,0.0,5947,0,-0.869540000000017,5,-0.3345805747775057
1000,1000,36 months,13.49,33.94,C,C2,MORTGAGE,48000.0,Source Verified,Fully Paid,small_business,CA,12.72,0.0,May-2002,1.0,4.0,0.0,2093,1,0.011430000000000051,3,0.003795575380679983
8000,8000,36 months,8.49,252.51,A,A5,MORTGAGE,55000.0,Not Verified,Fully Paid,car,FL,16.47,0.0,Sep-1996,1.0,9.0,0.0,11324,1,0.13626045035221224,3,0.043500424736438115
13500,13500,36 months,6.99,416.78,A,A3,RENT,53000.0,Source Verified,Fully Paid,debt_consolidation,NJ,26.33,0.0,Feb-1984,0.0,11.0,0.0,13708,1,0.10178711271108165,3,0.03283884356722244
12000,12000,36 months,9.99,387.15,B,B1,RENT,48605.0,Verified,Fully Paid,debt_consolidation,NY,13.48,0.0,Jan-2005,0.0,10.0,0.0,21117,1,0.09941094626172364,3,0.03209581938540662
9600,9600,36 months,13.99,328.06,C,C3,MORTGAGE,130000.0,Source Verified,Charged Off,home_improvement,CA,19.37,0.0,Dec-1986,1.0,12.0,0.0,25032,0,-0.2797645833333333,3,-0.10362137639180924
